display_name,works_count,author_id,works_api_url,h_index,country_code
Étienne Ollion,131,https://openalex.org/A5022704573,https://api.openalex.org/works?filter=author.id:A5022704573,17,
Émilien Schultz,114,https://openalex.org/A5079294298,https://api.openalex.org/works?filter=author.id:A5079294298,11,FR
Miriam Schirmer,13,https://openalex.org/A5036764962,https://api.openalex.org/works?filter=author.id:A5036764962,3,
Julia Mendelsohn,23,https://openalex.org/A5038833789,https://api.openalex.org/works?filter=author.id:A5038833789,9,US
Dustin Wright,26,https://openalex.org/A5091326079,https://api.openalex.org/works?filter=author.id:A5091326079,7,DK
Dietram A. Scheufele,327,https://openalex.org/A5064753440,https://api.openalex.org/works?filter=author.id:A5064753440,76,US
Emőke-Ágnes Horvát,72,https://openalex.org/A5004566032,https://api.openalex.org/works?filter=author.id:A5004566032,15,US
Caspar J. Van Lissa,200,https://openalex.org/A5069426228,https://api.openalex.org/works?filter=author.id:A5069426228,36,NL
Jorge Varela Barreras,46,https://openalex.org/A5035315636,https://api.openalex.org/works?filter=author.id:A5035315636,16,ES
Thomas Li‐Ping Tang,251,https://openalex.org/A5008184013,https://api.openalex.org/works?filter=author.id:A5008184013,56,US
Zhong Chen,1232,https://openalex.org/A5100430399,https://api.openalex.org/works?filter=author.id:A5100430399,104,US
Cate Heine,21,https://openalex.org/A5027319334,https://api.openalex.org/works?filter=author.id:A5027319334,7,GB
Paolo Turrini,21,https://openalex.org/A5066749809,https://api.openalex.org/works?filter=author.id:A5066749809,13,IT
Elias Fernández Domingos,31,https://openalex.org/A5056886170,https://api.openalex.org/works?filter=author.id:A5056886170,7,BE
Kristina Gligorić,48,https://openalex.org/A5031039880,https://api.openalex.org/works?filter=author.id:A5031039880,10,
Cinoo Lee,1,https://openalex.org/A5067413576,https://api.openalex.org/works?filter=author.id:A5067413576,1,
Tijana Zrnic,44,https://openalex.org/A5032482329,https://api.openalex.org/works?filter=author.id:A5032482329,10,US
Adel Daoud,143,https://openalex.org/A5090745602,https://api.openalex.org/works?filter=author.id:A5090745602,21,SE
Connor Jerzak,509,https://openalex.org/A5026867670,https://api.openalex.org/works?filter=author.id:A5026867670,5,SE
Mark Whiting,113,https://openalex.org/A5034806125,https://api.openalex.org/works?filter=author.id:A5034806125,19,
Linnea Gandhi,12,https://openalex.org/A5019373396,https://api.openalex.org/works?filter=author.id:A5019373396,8,US
Duncan J. Watts,233,https://openalex.org/A5000679279,https://api.openalex.org/works?filter=author.id:A5000679279,70,US
Egor Kotov,39,https://openalex.org/A5002144560,https://api.openalex.org/works?filter=author.id:A5002144560,2,ES
Johannes Mast,20,https://openalex.org/A5016430518,https://api.openalex.org/works?filter=author.id:A5016430518,6,US
Matthew A. Turner,127,https://openalex.org/A5045839389,https://api.openalex.org/works?filter=author.id:A5045839389,27,US
James Holland Jones,1,https://openalex.org/A5103339024,https://api.openalex.org/works?filter=author.id:A5103339024,1,
Dean Eckles,121,https://openalex.org/A5080265907,https://api.openalex.org/works?filter=author.id:A5080265907,34,US
Carly Kathleen Pires Moreira,1,https://openalex.org/A5024544502,https://api.openalex.org/works?filter=author.id:A5024544502,0,
Brandon Stewart,305,https://openalex.org/A5113226689,https://api.openalex.org/works?filter=author.id:A5113226689,31,US
Lisa P. Argyle,38,https://openalex.org/A5070497645,https://api.openalex.org/works?filter=author.id:A5070497645,12,
Laura E. Nelson,21,https://openalex.org/A5111667138,https://api.openalex.org/works?filter=author.id:A5111667138,12,US
Amir Goldberg,79,https://openalex.org/A5003121162,https://api.openalex.org/works?filter=author.id:A5003121162,18,US
Arnout van de Rijt,106,https://openalex.org/A5081982677,https://api.openalex.org/works?filter=author.id:A5081982677,23,IT
Sarah Williams,123,https://openalex.org/A5033458280,https://api.openalex.org/works?filter=author.id:A5033458280,34,GB
Yaomin Jiang,5,https://openalex.org/A5052305557,https://api.openalex.org/works?filter=author.id:A5052305557,3,CN
Levin Brinkmann,15,https://openalex.org/A5061514105,https://api.openalex.org/works?filter=author.id:A5061514105,5,DE
Anne-Marie Nußberger,34,https://openalex.org/A5086655976,https://api.openalex.org/works?filter=author.id:A5086655976,10,GB
Ivan Soraperra,67,https://openalex.org/A5071006314,https://api.openalex.org/works?filter=author.id:A5071006314,13,DE
JF Bonnefon,1,https://openalex.org/A5039792659,https://api.openalex.org/works?filter=author.id:A5039792659,0,
Iyad Rahwan,335,https://openalex.org/A5009232244,https://api.openalex.org/works?filter=author.id:A5009232244,49,DE
Viola Priesemann,248,https://openalex.org/A5079452617,https://api.openalex.org/works?filter=author.id:A5079452617,37,DE
Pratyusha Kalluri,15,https://openalex.org/A5011684148,https://api.openalex.org/works?filter=author.id:A5011684148,12,US
Maggie Harrington,5,https://openalex.org/A5084552686,https://api.openalex.org/works?filter=author.id:A5084552686,3,US
Esin Durmus,51,https://openalex.org/A5001994692,https://api.openalex.org/works?filter=author.id:A5001994692,19,
Kiara L. Sanchez,5,https://openalex.org/A5025451579,https://api.openalex.org/works?filter=author.id:A5025451579,3,
Nay San,45,https://openalex.org/A5012458624,https://api.openalex.org/works?filter=author.id:A5012458624,7,US
Danny Tse Ngong,1,https://openalex.org/A5079301645,https://api.openalex.org/works?filter=author.id:A5079301645,1,
Xuan Zhao,485,https://openalex.org/A5100342936,https://api.openalex.org/works?filter=author.id:A5100342936,34,CN
Maryam Hamedani,1,https://openalex.org/A5104957006,https://api.openalex.org/works?filter=author.id:A5104957006,1,US
Hazel Rose Markus,324,https://openalex.org/A5020076556,https://api.openalex.org/works?filter=author.id:A5020076556,102,US
Dan Jurafsky,369,https://openalex.org/A5087088138,https://api.openalex.org/works?filter=author.id:A5087088138,84,US
Jennifer L. Eberhardt,93,https://openalex.org/A5054094267,https://api.openalex.org/works?filter=author.id:A5054094267,30,US
Giuliano Cornacchia,24,https://openalex.org/A5081445152,https://api.openalex.org/works?filter=author.id:A5081445152,5,IT
Luca Pappalardo,177,https://openalex.org/A5068819495,https://api.openalex.org/works?filter=author.id:A5068819495,33,IT
Mirco Nanni,155,https://openalex.org/A5009248582,https://api.openalex.org/works?filter=author.id:A5009248582,26,IT
Dino Pedreschi,384,https://openalex.org/A5044898565,https://api.openalex.org/works?filter=author.id:A5044898565,57,IT
Marta C. González,225,https://openalex.org/A5111672074,https://api.openalex.org/works?filter=author.id:A5111672074,55,US
Drew Johnston,29,https://openalex.org/A5031680408,https://api.openalex.org/works?filter=author.id:A5031680408,9,US
Michael Bailey,1221,https://openalex.org/A5009735497,https://api.openalex.org/works?filter=author.id:A5009735497,115,AU
Ayush Kumar,158,https://openalex.org/A5028360618,https://api.openalex.org/works?filter=author.id:A5028360618,34,GB
Theresa Kuchler,97,https://openalex.org/A5006578976,https://api.openalex.org/works?filter=author.id:A5006578976,31,US
Johannes Stroebel,175,https://openalex.org/A5072573663,https://api.openalex.org/works?filter=author.id:A5072573663,47,US
Zerui Tian,8,https://openalex.org/A5015358540,https://api.openalex.org/works?filter=author.id:A5015358540,4,CN
Marko Čuljak,10,https://openalex.org/A5023341808,https://api.openalex.org/works?filter=author.id:A5023341808,1,
Andreas Spitz,111,https://openalex.org/A5018128415,https://api.openalex.org/works?filter=author.id:A5018128415,16,DE
Akhil Arora,35,https://openalex.org/A5075314395,https://api.openalex.org/works?filter=author.id:A5075314395,15,
Keigo Kusumegi,4,https://openalex.org/A5078875628,https://api.openalex.org/works?filter=author.id:A5078875628,1,JP
Xinyu Yang,543,https://openalex.org/A5056067943,https://api.openalex.org/works?filter=author.id:A5056067943,44,CN
Paul Ginsparg,98,https://openalex.org/A5060975667,https://api.openalex.org/works?filter=author.id:A5060975667,35,
Mathijs de Vaan,50,https://openalex.org/A5044125536,https://api.openalex.org/works?filter=author.id:A5044125536,15,US
Toby E. Stuart,111,https://openalex.org/A5032016061,https://api.openalex.org/works?filter=author.id:A5032016061,44,
Yian Yin,32,https://openalex.org/A5013465081,https://api.openalex.org/works?filter=author.id:A5013465081,13,US
Samar Haider,14,https://openalex.org/A5020790791,https://api.openalex.org/works?filter=author.id:A5020790791,3,US
Amir Tohidi Kalorazi,1,https://openalex.org/A5066951068,https://api.openalex.org/works?filter=author.id:A5066951068,0,
Timothy G. Dorr,10,https://openalex.org/A5055160277,https://api.openalex.org/works?filter=author.id:A5055160277,3,US
David Rothschild,237,https://openalex.org/A5054707908,https://api.openalex.org/works?filter=author.id:A5054707908,30,US
Chris Callison-Burch,375,https://openalex.org/A5068508539,https://api.openalex.org/works?filter=author.id:A5068508539,60,US
Ali Salloum,13,https://openalex.org/A5023841588,https://api.openalex.org/works?filter=author.id:A5023841588,4,LB
Yan Xia,662,https://openalex.org/A5100367775,https://api.openalex.org/works?filter=author.id:A5100367775,43,US
Mikko Kivelä,118,https://openalex.org/A5002020728,https://api.openalex.org/works?filter=author.id:A5002020728,22,FI
Corinna Coupette,62,https://openalex.org/A5054439389,https://api.openalex.org/works?filter=author.id:A5054439389,7,DE
Ghadeer Awwad,1,https://openalex.org/A5097605722,https://api.openalex.org/works?filter=author.id:A5097605722,1,US
David Gamba,5,https://openalex.org/A5037188851,https://api.openalex.org/works?filter=author.id:A5037188851,1,US
Lavinia Dunagan,10,https://openalex.org/A5062199735,https://api.openalex.org/works?filter=author.id:A5062199735,3,US
Tamara N. Rayan,1,https://openalex.org/A5116019669,https://api.openalex.org/works?filter=author.id:A5116019669,0,
Yingdan Lu,47,https://openalex.org/A5032446414,https://api.openalex.org/works?filter=author.id:A5032446414,12,US
Xinyi Liu,390,https://openalex.org/A5100395652,https://api.openalex.org/works?filter=author.id:A5100395652,34,CN
Carl Zhou,15,https://openalex.org/A5068956309,https://api.openalex.org/works?filter=author.id:A5068956309,3,CA
Timo Koch,60,https://openalex.org/A5031830539,https://api.openalex.org/works?filter=author.id:A5031830539,13,DE
Sanaz Talaifar,35,https://openalex.org/A5065764227,https://api.openalex.org/works?filter=author.id:A5065764227,14,
Daniel Racek,23,https://openalex.org/A5048905415,https://api.openalex.org/works?filter=author.id:A5048905415,5,DE
Jan Digutsch,15,https://openalex.org/A5002716088,https://api.openalex.org/works?filter=author.id:A5002716088,6,DE
Pietro Alessandro Aluffi,1,https://openalex.org/A5116210782,https://api.openalex.org/works?filter=author.id:A5116210782,1,
Ramona Schoedel,81,https://openalex.org/A5034735453,https://api.openalex.org/works?filter=author.id:A5034735453,14,DE
Markus Buehner,17,https://openalex.org/A5001528235,https://api.openalex.org/works?filter=author.id:A5001528235,7,DE
Clemens Stachl,93,https://openalex.org/A5048056611,https://api.openalex.org/works?filter=author.id:A5048056611,21,CH
Shaily Bhatt,11,https://openalex.org/A5072668854,https://api.openalex.org/works?filter=author.id:A5072668854,3,IN
Tal August,43,https://openalex.org/A5029563909,https://api.openalex.org/works?filter=author.id:A5029563909,13,
Maria Antoniak,50,https://openalex.org/A5001225581,https://api.openalex.org/works?filter=author.id:A5001225581,8,US
Mohammed Alsobay,20,https://openalex.org/A5027814433,https://api.openalex.org/works?filter=author.id:A5027814433,4,US
Jake M. Hofman,80,https://openalex.org/A5081429241,https://api.openalex.org/works?filter=author.id:A5081429241,29,US
Daniel G. Goldstein,230,https://openalex.org/A5007746083,https://api.openalex.org/works?filter=author.id:A5007746083,48,US
Junsol Kim,15,https://openalex.org/A5028191957,https://api.openalex.org/works?filter=author.id:A5028191957,6,US
James Evans,765,https://openalex.org/A5071261828,https://api.openalex.org/works?filter=author.id:A5071261828,59,US
Aaron Schein,39,https://openalex.org/A5039072983,https://api.openalex.org/works?filter=author.id:A5039072983,8,US
Helena Björnesjö,2,https://openalex.org/A5124887153,https://api.openalex.org/works?filter=author.id:A5124887153,0,SE
Axel Alness Borg,1,https://openalex.org/A5124876464,https://api.openalex.org/works?filter=author.id:A5124876464,0,SE
Katie Cohen,16,https://openalex.org/A5048202965,https://api.openalex.org/works?filter=author.id:A5048202965,6,SE
Björn Pelzer,34,https://openalex.org/A5044522890,https://api.openalex.org/works?filter=author.id:A5044522890,11,SE
Erik Wachtmeister,1,https://openalex.org/A5124966893,https://api.openalex.org/works?filter=author.id:A5124966893,0,SE
Yilun Liu,233,https://openalex.org/A5100669855,https://api.openalex.org/works?filter=author.id:A5100669855,40,CN
Daniel Matter,31,https://openalex.org/A5073734735,https://api.openalex.org/works?filter=author.id:A5073734735,10,US
Jürgen Pfeffer,199,https://openalex.org/A5030571651,https://api.openalex.org/works?filter=author.id:A5030571651,27,DE
Katelyn X. Mei,1,https://openalex.org/A5120368309,https://api.openalex.org/works?filter=author.id:A5120368309,0,
Anna Seo Gyeong Choi,13,https://openalex.org/A5102733770,https://api.openalex.org/works?filter=author.id:A5102733770,3,US
Hilke Schellmann,5,https://openalex.org/A5006651432,https://api.openalex.org/works?filter=author.id:A5006651432,3,
Mona Sloane,61,https://openalex.org/A5075302056,https://api.openalex.org/works?filter=author.id:A5075302056,12,US
Allison Koenecke,47,https://openalex.org/A5087471530,https://api.openalex.org/works?filter=author.id:A5087471530,10,US
Hannah Waight,4,https://openalex.org/A5033712412,https://api.openalex.org/works?filter=author.id:A5033712412,1,US
Eddie Yang,19,https://openalex.org/A5083024575,https://api.openalex.org/works?filter=author.id:A5083024575,8,US
Yin‐Yuan Mo,134,https://openalex.org/A5074668225,https://api.openalex.org/works?filter=author.id:A5074668225,46,US
Solomon Messing,114,https://openalex.org/A5069884896,https://api.openalex.org/works?filter=author.id:A5069884896,22,US
Margaret Roberts,201,https://openalex.org/A5108797610,https://api.openalex.org/works?filter=author.id:A5108797610,31,
Joshua A. Tucker,417,https://openalex.org/A5072046918,https://api.openalex.org/works?filter=author.id:A5072046918,62,US
Hanjia Lyu,103,https://openalex.org/A5040900346,https://api.openalex.org/works?filter=author.id:A5040900346,17,US
Jiebo Luo,1209,https://openalex.org/A5055469774,https://api.openalex.org/works?filter=author.id:A5055469774,97,
Jian‐Kang Zhu,739,https://openalex.org/A5049293054,https://api.openalex.org/works?filter=author.id:A5049293054,190,US
Edoardo Loru,17,https://openalex.org/A5092998265,https://api.openalex.org/works?filter=author.id:A5092998265,3,
Jacopo Nudo,12,https://openalex.org/A5116001022,https://api.openalex.org/works?filter=author.id:A5116001022,2,
Niccolò Di Marco,42,https://openalex.org/A5085261603,https://api.openalex.org/works?filter=author.id:A5085261603,7,IT
Edoardo Di Martino,6,https://openalex.org/A5114988046,https://api.openalex.org/works?filter=author.id:A5114988046,1,IT
Matteo Cinelli,125,https://openalex.org/A5076143079,https://api.openalex.org/works?filter=author.id:A5076143079,20,IT
Walter Quattrociocchi,197,https://openalex.org/A5008291667,https://api.openalex.org/works?filter=author.id:A5008291667,40,IT
Jonathan Sakunkoo,5,https://openalex.org/A5109819791,https://api.openalex.org/works?filter=author.id:A5109819791,0,US
Annabella Sakunkoo,5,https://openalex.org/A5109819792,https://api.openalex.org/works?filter=author.id:A5109819792,0,US
Daniele Barolo,1,https://openalex.org/A5119875601,https://api.openalex.org/works?filter=author.id:A5119875601,0,
Chiara Valentin,3,https://openalex.org/A5119875602,https://api.openalex.org/works?filter=author.id:A5119875602,0,
Fariba Karimi,110,https://openalex.org/A5074129504,https://api.openalex.org/works?filter=author.id:A5074129504,17,
Luis Galárraga,74,https://openalex.org/A5081390951,https://api.openalex.org/works?filter=author.id:A5081390951,14,FR
Gonzalo Gabriel Méndez,39,https://openalex.org/A5040730614,https://api.openalex.org/works?filter=author.id:A5040730614,9,EC
Lisette Espín-Noboa,29,https://openalex.org/A5014548243,https://api.openalex.org/works?filter=author.id:A5014548243,8,
Hope Schroeder,15,https://openalex.org/A5018646665,https://api.openalex.org/works?filter=author.id:A5018646665,5,US
Deb Roy,274,https://openalex.org/A5004281470,https://api.openalex.org/works?filter=author.id:A5004281470,42,DE
Jad Kabbara,32,https://openalex.org/A5026429870,https://api.openalex.org/works?filter=author.id:A5026429870,8,
Emmanuel J. Candès,299,https://openalex.org/A5072495084,https://api.openalex.org/works?filter=author.id:A5072495084,88,
Alisa Kanganis,2,https://openalex.org/A5117815526,https://api.openalex.org/works?filter=author.id:A5117815526,0,
Katherine A. Keith,36,https://openalex.org/A5062069583,https://api.openalex.org/works?filter=author.id:A5062069583,7,US
Achim Edelmann,7,https://openalex.org/A5112979870,https://api.openalex.org/works?filter=author.id:A5112979870,1,
Simon Walo,6,https://openalex.org/A5092515835,https://api.openalex.org/works?filter=author.id:A5092515835,3,CH
Panayiotis Smeros,19,https://openalex.org/A5082283204,https://api.openalex.org/works?filter=author.id:A5082283204,6,
Sergio E. Zanotto,4,https://openalex.org/A5095765187,https://api.openalex.org/works?filter=author.id:A5095765187,1,
Segun Taofeek Aroyehun,31,https://openalex.org/A5063612283,https://api.openalex.org/works?filter=author.id:A5063612283,6,DE
Shreya Havaldar,32,https://openalex.org/A5024378198,https://api.openalex.org/works?filter=author.id:A5024378198,8,US
Lyle Ungar,653,https://openalex.org/A5044944954,https://api.openalex.org/works?filter=author.id:A5044944954,87,
Jacy Reese Anthis,45,https://openalex.org/A5007178173,https://api.openalex.org/works?filter=author.id:A5007178173,8,US
Erik Brynjolfsson,324,https://openalex.org/A5038255653,https://api.openalex.org/works?filter=author.id:A5038255653,85,US
Hiromu Yakura,46,https://openalex.org/A5051687457,https://api.openalex.org/works?filter=author.id:A5051687457,14,DE
Ezequiel López‐Rubio,220,https://openalex.org/A5091243468,https://api.openalex.org/works?filter=author.id:A5091243468,25,
Ignacio Serna,35,https://openalex.org/A5004265472,https://api.openalex.org/works?filter=author.id:A5004265472,10,US
Prateek Gupta,70,https://openalex.org/A5007977932,https://api.openalex.org/works?filter=author.id:A5007977932,13,IN
Babak Heydari,105,https://openalex.org/A5030641600,https://api.openalex.org/works?filter=author.id:A5030641600,21,
Negin Maddah,2,https://openalex.org/A5093976007,https://api.openalex.org/works?filter=author.id:A5093976007,1,US
Thomas F. Eisenmann,1,https://openalex.org/A5116004341,https://api.openalex.org/works?filter=author.id:A5116004341,1,
Andres Karjus,46,https://openalex.org/A5064355537,https://api.openalex.org/works?filter=author.id:A5064355537,9,EE
Mar Canet Solà,37,https://openalex.org/A5030086247,https://api.openalex.org/works?filter=author.id:A5030086247,7,DE
Bramantyo Ibrahim Supriyatno,3,https://openalex.org/A5116004343,https://api.openalex.org/works?filter=author.id:A5116004343,2,DE
Arti Thakur,24,https://openalex.org/A5037685416,https://api.openalex.org/works?filter=author.id:A5037685416,5,IN
Tom Murray,142,https://openalex.org/A5010715317,https://api.openalex.org/works?filter=author.id:A5010715317,22,GB
Martin Hilbert,154,https://openalex.org/A5050101991,https://api.openalex.org/works?filter=author.id:A5050101991,27,US
Mahnaz Roshanaei,17,https://openalex.org/A5019800917,https://api.openalex.org/works?filter=author.id:A5019800917,8,US
Rezvaneh Rezapour,66,https://openalex.org/A5012092057,https://api.openalex.org/works?filter=author.id:A5012092057,8,
Magy Seif El‐Nasr,269,https://openalex.org/A5087676774,https://api.openalex.org/works?filter=author.id:A5087676774,32,US
Kenji Yokotani,30,https://openalex.org/A5102845677,https://api.openalex.org/works?filter=author.id:A5102845677,6,
Nobuhito Abe,158,https://openalex.org/A5074372343,https://api.openalex.org/works?filter=author.id:A5074372343,28,JP
Masahiro Takamura,112,https://openalex.org/A5031344663,https://api.openalex.org/works?filter=author.id:A5031344663,25,JP
David Broska,5,https://openalex.org/A5106657157,https://api.openalex.org/works?filter=author.id:A5106657157,2,US
Austin van Loon,31,https://openalex.org/A5070302861,https://api.openalex.org/works?filter=author.id:A5070302861,8,US
Michael Howes,259,https://openalex.org/A5027282576,https://api.openalex.org/works?filter=author.id:A5027282576,32,US
Elizaveta Sivak,7,https://openalex.org/A5103241431,https://api.openalex.org/works?filter=author.id:A5103241431,3,
Gert Stulp,120,https://openalex.org/A5086908160,https://api.openalex.org/works?filter=author.id:A5086908160,30,NL
Dagoberto R. Quevedo-Orozco,2,https://openalex.org/A5001533723,https://api.openalex.org/works?filter=author.id:A5001533723,2,MX
Diego Donoso,5,https://openalex.org/A5031598372,https://api.openalex.org/works?filter=author.id:A5031598372,1,CL
Roberto Gillmore,3,https://openalex.org/A5030056138,https://api.openalex.org/works?filter=author.id:A5030056138,1,US
Josh Nguyen,14,https://openalex.org/A5060903289,https://api.openalex.org/works?filter=author.id:A5060903289,4,AU
Neele Engelmann,20,https://openalex.org/A5059611597,https://api.openalex.org/works?filter=author.id:A5059611597,6,
Lara Kirfel,26,https://openalex.org/A5065284861,https://api.openalex.org/works?filter=author.id:A5065284861,9,DE
Raluca Rilla,5,https://openalex.org/A5117445889,https://api.openalex.org/works?filter=author.id:A5117445889,2,US
Yelena Mejova,157,https://openalex.org/A5041808447,https://api.openalex.org/works?filter=author.id:A5041808447,23,IT
Ronald E. Robertson,56,https://openalex.org/A5073774344,https://api.openalex.org/works?filter=author.id:A5073774344,18,US
Sarah McKetta,65,https://openalex.org/A5045847972,https://api.openalex.org/works?filter=author.id:A5045847972,20,US
Byunghwee Lee,16,https://openalex.org/A5039707142,https://api.openalex.org/works?filter=author.id:A5039707142,4,US
Sangyeon Kim,49,https://openalex.org/A5083807006,https://api.openalex.org/works?filter=author.id:A5083807006,11,KR
Filippo Menczer,660,https://openalex.org/A5021346979,https://api.openalex.org/works?filter=author.id:A5021346979,69,US
Yong‐Yeol Ahn,234,https://openalex.org/A5059236838,https://api.openalex.org/works?filter=author.id:A5059236838,41,US
Haewoon Kwak,205,https://openalex.org/A5061923992,https://api.openalex.org/works?filter=author.id:A5061923992,41,US
Jisun An,184,https://openalex.org/A5084955495,https://api.openalex.org/works?filter=author.id:A5084955495,32,CN
Xudong Tang,175,https://openalex.org/A5071329338,https://api.openalex.org/works?filter=author.id:A5071329338,28,CN
Matthew Groh,71,https://openalex.org/A5042355795,https://api.openalex.org/works?filter=author.id:A5042355795,17,US
Angelina Voggenreiter,5,https://openalex.org/A5033400036,https://api.openalex.org/works?filter=author.id:A5033400036,2,DE
Emőke-Ágnes Horvát,72,https://openalex.org/A5004566032,https://api.openalex.org/works?filter=author.id:A5004566032,15,US
Tobias Werner,122,https://openalex.org/A5024215194,https://api.openalex.org/works?filter=author.id:A5024215194,34,DE
Emilio Calvano,46,https://openalex.org/A5030092162,https://api.openalex.org/works?filter=author.id:A5030092162,19,
David C. Parkes,485,https://openalex.org/A5086173064,https://api.openalex.org/works?filter=author.id:A5086173064,59,US
Nadezhda Ozornina,4,https://openalex.org/A5038292442,https://api.openalex.org/works?filter=author.id:A5038292442,3,
Tina Law,23,https://openalex.org/A5003680815,https://api.openalex.org/works?filter=author.id:A5003680815,6,AU
Elizabeth Roberto,26,https://openalex.org/A5027128329,https://api.openalex.org/works?filter=author.id:A5027128329,9,US
Matías Piqueras,3,https://openalex.org/A5111264644,https://api.openalex.org/works?filter=author.id:A5111264644,1,SE
Alexandra Segerberg,38,https://openalex.org/A5054478253,https://api.openalex.org/works?filter=author.id:A5054478253,14,SE
Matteo Magnani,194,https://openalex.org/A5018392096,https://api.openalex.org/works?filter=author.id:A5018392096,28,SE
Lucas Spierenburg,10,https://openalex.org/A5061130912,https://api.openalex.org/works?filter=author.id:A5061130912,3,NL
Sander van Cranenburgh,112,https://openalex.org/A5049825776,https://api.openalex.org/works?filter=author.id:A5049825776,19,NL
Oded Cats,431,https://openalex.org/A5058766860,https://api.openalex.org/works?filter=author.id:A5058766860,56,SE
Juan Sebastián Olier,13,https://openalex.org/A5082133511,https://api.openalex.org/works?filter=author.id:A5082133511,6,NL
Camilla Spadavecchia,8,https://openalex.org/A5077212850,https://api.openalex.org/works?filter=author.id:A5077212850,4,NL
Evey Jiaxin Huang,7,https://openalex.org/A5048372184,https://api.openalex.org/works?filter=author.id:A5048372184,4,US
Daniel M. Abrams,114,https://openalex.org/A5086653394,https://api.openalex.org/works?filter=author.id:A5086653394,23,US
Brian Uzzi,191,https://openalex.org/A5015711710,https://api.openalex.org/works?filter=author.id:A5015711710,51,US
Corrado Monti,56,https://openalex.org/A5002012048,https://api.openalex.org/works?filter=author.id:A5002012048,13,IT
Gianmarco De Francisci Morales,175,https://openalex.org/A5041680508,https://api.openalex.org/works?filter=author.id:A5041680508,26,IT
Ceren Budak,108,https://openalex.org/A5086827245,https://api.openalex.org/works?filter=author.id:A5086827245,22,US
Bruno Gabriel Salvador Casara,38,https://openalex.org/A5070806741,https://api.openalex.org/works?filter=author.id:A5070806741,11,AE
Anne Maass,202,https://openalex.org/A5037013778,https://api.openalex.org/works?filter=author.id:A5037013778,53,AE
Bedoor AlShebli,37,https://openalex.org/A5036868218,https://api.openalex.org/works?filter=author.id:A5036868218,14,AE
Elliot E. Pickens,2,https://openalex.org/A5084148692,https://api.openalex.org/works?filter=author.id:A5084148692,1,
Alexandria Leto,4,https://openalex.org/A5093992721,https://api.openalex.org/works?filter=author.id:A5093992721,1,
Leonor Maria Pacheco Santos,251,https://openalex.org/A5004671843,https://api.openalex.org/works?filter=author.id:A5004671843,37,BR
Baird Howland,6,https://openalex.org/A5033543507,https://api.openalex.org/works?filter=author.id:A5033543507,5,US
Marion Fourcade,113,https://openalex.org/A5064154638,https://api.openalex.org/works?filter=author.id:A5064154638,31,US
David Harding,111,https://openalex.org/A5108430189,https://api.openalex.org/works?filter=author.id:A5108430189,34,GB
Björn Roß,79,https://openalex.org/A5023817571,https://api.openalex.org/works?filter=author.id:A5023817571,20,GB
Reed Orchinik,20,https://openalex.org/A5015843011,https://api.openalex.org/works?filter=author.id:A5015843011,4,US
Hendrik Erz,39,https://openalex.org/A5020654056,https://api.openalex.org/works?filter=author.id:A5020654056,2,
Stephan Lewandowsky,664,https://openalex.org/A5017914184,https://api.openalex.org/works?filter=author.id:A5017914184,94,DE
David García,347,https://openalex.org/A5100766043,https://api.openalex.org/works?filter=author.id:A5100766043,60,US
Eckehard Olbrich,109,https://openalex.org/A5074755166,https://api.openalex.org/works?filter=author.id:A5074755166,23,DE
Armin Pournaki,24,https://openalex.org/A5080502439,https://api.openalex.org/works?filter=author.id:A5080502439,4,FR
Hans‐Joachim Voth,301,https://openalex.org/A5064565742,https://api.openalex.org/works?filter=author.id:A5064565742,43,CH
Vasiliki Fouka,131,https://openalex.org/A5045475903,https://api.openalex.org/works?filter=author.id:A5045475903,16,US
Pedro Ramaciotti Morales,77,https://openalex.org/A5032431129,https://api.openalex.org/works?filter=author.id:A5032431129,9,FR
Yufan Guo,127,https://openalex.org/A5103324245,https://api.openalex.org/works?filter=author.id:A5103324245,26,CN
Yilang Peng,38,https://openalex.org/A5112752610,https://api.openalex.org/works?filter=author.id:A5112752610,16,US
Shang‐Tian Yang,376,https://openalex.org/A5062842171,https://api.openalex.org/works?filter=author.id:A5062842171,76,US
Fredrik Jansson,95,https://openalex.org/A5090042292,https://api.openalex.org/works?filter=author.id:A5090042292,18,
Laia Castro Herrero,1,https://openalex.org/A5125301858,https://api.openalex.org/works?filter=author.id:A5125301858,0,
Yuan Zhang,889,https://openalex.org/A5100368706,https://api.openalex.org/works?filter=author.id:A5100368706,66,CN
Frank Esser,300,https://openalex.org/A5042787477,https://api.openalex.org/works?filter=author.id:A5042787477,56,CH
Jihye Park,197,https://openalex.org/A5100392583,https://api.openalex.org/works?filter=author.id:A5100392583,40,US
Michael Amsler,19,https://openalex.org/A5085190970,https://api.openalex.org/works?filter=author.id:A5085190970,6,CH
Julia Schulte-Cloos,89,https://openalex.org/A5075306992,https://api.openalex.org/works?filter=author.id:A5075306992,10,DE
Daniel Bischof,98,https://openalex.org/A5043834714,https://api.openalex.org/works?filter=author.id:A5043834714,17,
Roman Senninger,96,https://openalex.org/A5067897386,https://api.openalex.org/works?filter=author.id:A5067897386,12,DK
Do Won Kim,224,https://openalex.org/A5003636926,https://api.openalex.org/works?filter=author.id:A5003636926,26,KR
Bao Tran Truong,18,https://openalex.org/A5090414289,https://api.openalex.org/works?filter=author.id:A5090414289,7,
